source,captured_at,source_url,source_type,extraction_method,project_id,project_slug,agency_name,project_name,district,province,department,address,latitude,longitude,sales_start_year,delivery_year,delivery_date,update_date,project_phase,floor_count,parking_count,view,typology,bedrooms,bedrooms_min,bedrooms_max,bathrooms_min,bathrooms_max,built_area,free_area,total_area_min,total_area_max,area_min,area_max,total_area,unit_status,unit_count,price_min,currency,list_price_avg,sale_price_avg,price_per_m2_list,price_per_m2_sale,sale_year,sale_month,sale_date,income,total_m2,financing_banks,amenities,project_description,project_contact,project_email,project_phone,project_whatsapp,builder_slug,builder_description,price_history_count,latest_price_history_date,latest_price_history_from,latest_price_history_status,visit_count,field_confidence,missing_required_fields
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/jesus-maria/huiracocha-jesus-maria-3797,portal,sitemap + obj_project_completo + json_ld + html_table,3797,3797-huiracocha-jesus-maria,GRUPO MG,HUIRACOCHA - JESÚS MARÍA,Jesus Maria,Lima,Lima,"Jesús María, Jr. Huiracocha 2170 ",-12.0837309,-77.0520164,,2027,2027-05-31,2026-05-09,En construccion,,116,,Departamento,1 a 2,1,2,1,2,,,38.32,78.54,38.32,78.54,38.32,En construccion,1,308064,PEN,308064,,8039.25,,,,,308064,38.32,Banco INTERBANK,Gimnasio | Jardin interior | Lobby | Piscina | Sala Bar | Sala de usos Múltiples | Zona de Parrillas,"Proyecto exclusivo de tan solo 111 depas, moderna arquitectura, departamentos flat y dúplex con ambientes más confortables en un distrito ideal para quienes buscan un equilibrio entre la vida urbana y la tranquilidad. Excelente ubicación en el centro del distrito de Jesús María, Jr. Huiracocha 2170 – 2174, en un entorno de parques y jardines, centros comerciales, restaurantes, bancos, universidades e instituciones educativas. El edificio Huiracocha contará 59 estacionamientos en 5 sótanos y 116 estacionamientos de bicicletas. El desarrollo incluye las áreas comunes recepción, área común central, zona jardín, zona de niños, área de bicicletas, SUM, PetSpa, Gimnasio, Zona de Parrilla, Bar, Estar y Piscina.",Mayra Sanchez,msanchez@grupomg.pe,949700769,949700760,grupo-mg,"Somos una inmobiliaria constructora 100% peruana con más de 21 años de experiencia. Especializados en proyectos inmobiliarios, edificaciones y construcción civil. Hemos entregado 30 proyectos, consolidando nuestra reputación y respaldo en el rubro.",3,2026-01-24 07:00:02,308064,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-isidro/parque-acosta-131-3798,portal,sitemap + obj_project_completo + json_ld + html_table,3798,3798-parque-acosta-131,PRAGA DESARROLLO INMOBILIARIO,Parque Acosta 131,San Isidro,Lima,Lima,Calle Jose Acosta 135,-12.0978407,-77.0583619,,2027,2027-03-30,2026-03-13,En construccion,6,,,Departamento,1 a 3,1,3,2,3,,,103.5,218,103.5,218,103.5,En construccion,1,310000,$,310000,,2995.17,,,,,310000,103.5,Banco BCP,,"El nuevo edificio se desarrollará en 6 pisos y azotea, y dos sótanos y contará con un total de 21 dptos. En cada piso si tendrá distribuidos cuatro dptos. (dos de 3 dormitorios, uno de 2 dormitorios y uno de 1 dormitorio). Los dptos. de 3 dormitorios tendrán áreas aprox. de 155 m2, los de 2 dorms 120 m2 aprox. y los de 1 dorm 100 m2 aprox. Asimismo, en el último nivel se tendrá 4 dptos. Penthouses que contarán además con amplias terrazas en su nivel azotea. El edificio será diseñado por el estudio de Arquitectura de Marco Sanguinetti, quienes trabajan viviendas muy bien conceptualizadas y funcionales. La distribución contempla ambientes amplios y limpios, así como espacios muy bien aprovechados. Asimismo, por ser un lote de muy frente hacia el Parque Acosta, se logrará iluminación natural para los ambientes principales.",Valentin Seminario / Manuela Polo,"vseminario@pragadi.com.pe,mpolo@pragadi.com.pe",3410300,991681898,praga-desarrollo-inmobiliario,"Somos una empresa con una trayectoria de mas de 20 años en el mercado local, nos caracterizamos por el desarrollo de proyectos de vivienda de baja densidad (pocas unidades), ubicados en sitios estratégicos y con arquitectura y terminaciones de alta calidad. Creamos viviendas pensando en las necesidades y comodidades de nuestros futuros clientes. Nuestros mas de 25 proyectos terminados y entregados son nuestro mejor respaldo.",2,2026-03-11 07:00:03,310000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/surquillo/buenavista-panama-5110-3801,portal,sitemap + obj_project_completo + json_ld + html_table,3801,3801-buenavista-panama-5110,GRUPO BINDA,Buenavista - Panama 5110,Surquillo,Lima,Lima,Av. Republica de Panama 5110,-12.115599732487492,-77.01842843775681,,2027,2027-11-30,2026-05-05,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,33.08,73.02,33.08,73.02,33.08,En construccion,1,225974.7,PEN,225974.7,,6831.16,,,,,225974.7,33.08,Banco BANBIF,Área de juegos para niños | Gimnasio | Jardin interior | Lobby | Parque privado | Piscina | Sala Bar | Zona de Parrillas,"Encuentra en Buenavista el depa que mereces, con 1, 2 o 3 dormitorios desde 33 m² hasta 73 m². Ofrece 9 áreas comunes como lobby, zonas de parrilla, sala bar, terraza con piscina, jardín interior, gimnasio, zona pet, sala de niños y estacionamiento de bicicletas.",Liz Soto ,ventas@bindaingenieros.com,981579401,981579401,grupo-binda,"Somos una empresa peruana con más 30 años de experiencia en proyectos de construcción y desarrollo inmobiliario, con proyectos de primer nivel en todo el país. Contamos con altos estándares de calidad en todos nuestros procesos productivos, los mismos que son evaluados por las principales empresas certificadoras de calidad en el Perú, lo cual respalda nuestra experiencia para darle la confianza y seguridad que usted necesita para su inversión. Así mismo, somos miembros activos de las principales instituciones del rubro, tales como la Asociación de Empresas Inmobiliarias del Perú (ASEI) y la Cámara Peruana de la Construcción (CAPECO). A la fecha tenemos más de 20 proyectos inmobiliarios entregados de manera satisfactoria y nos encontramos ejecutando 4 proyectos ubicados en Miraflores, Magdalena del Mar y San Borja.",4,2026-05-06 07:00:03,225974.7,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/jesus-maria/vive-olivar-3802,portal,sitemap + obj_project_completo + json_ld + html_table,3802,3802-vive-olivar,GRUPO SOL,VIVE OLIVAR,Jesus Maria,Lima,Lima,Jr. Caracas 2324,-12.084011,-77.0561091,,2026,2026-11-30,2026-04-29,En construccion,7,,,Departamento,1 a 3,1,3,2,3,,,44.66,136.09,44.66,136.09,44.66,En construccion,31,388000,PEN,388000,,8687.86,,,,,12028000,1384.46,Banco BCP,Lobby,"Vive Olivar nace para quienes quieren más de la vida: más espacio, más conexión, más momentos en familia. En el corazón de Jesús María, este edificio de 7 pisos y solo 31 departamentos ofrece hogares amplios, cálidos y con una calidad que se siente en cada rincón. Porque no se trata solo de vivir, sino de hacerlo rodeado de lo que amas. Vive con esencia, vive con propósito. Vive Olivar.",Virginia Morales ,viveolivar2324@gruposol.com.pe,946541718,946541718,grupo-sol,"GRUPO SOL es un consorcio inmobiliario con más de 22 años en el sector de construcción que opera en la promoción inmobiliaria desde el año 2003, con más de 40 proyectos desarrollados. Nos posicionamos entre las mejores empresas del rubro. En Grupo Sol nos encargamos de entregar a las familias la mejor opción de vivienda. Constantemente adelantándonos a las necesidades y exigencias de nuestros clientes. El uso de alta tecnología, mejores y finos acabados nos permiten concebir los mejores edificios para nuestros clientes.",4,2026-04-30 07:00:02,388000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/chorrillos/gran-guardia-peruana-etapa-2-3803,portal,sitemap + obj_project_completo + json_ld + html_table,3803,3803-gran-guardia-peruana-etapa-2,LOS PORTALES DEPARTAMENTOS,Gran Guardia Peruana - Etapa 2,Chorrillos,Lima,Lima,"Av. Guardia Peruana 851, Chorrillos",-12.1789057,-77.0039287,,2026,2026-07-16,2026-05-08,En planos,,,,Departamento,1 a 3,1,3,2,2,,,38.64,69.78,38.64,69.78,38.64,En planos,1,273972,PEN,273972,,7090.37,,,,,273972,38.64,Banco BANBIF,Gimnasio | Jardin interior | Lobby | Sala de Niños | Sala de usos Múltiples | Zona de Lavandería | Zona de Parrillas,"El orgullo de ser propietario Gran Guardia Peruana es un proyecto ubicado en Chorrillos, gracias a su ubicación estarás cerca a todo lo que necesitas para vivir tu propia historia.",Karla Gonzales,kperez@losportalessa.onmicrosoft.com,7401232,942380796,los-portales-departamentos,Inmobiliaria,4,2026-04-10 07:00:03,273972,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/santiago-de-surco/castello-3804,portal,sitemap + obj_project_completo + json_ld + html_table,3804,3804-castello,EE INMOBILIARIA,Castello,Santiago De Surco,Lima,Lima,Jirón Pisac 314 - Santiago de Surco,-12.1173615,-76.9947567,,2027,2027-01-31,2026-04-20,En construccion,,,,Departamento,3 a 4,3,4,3,5,,,88.4,231.69,88.4,231.69,88.4,En construccion,1,625000,PEN,625000,,7070.14,,,,,625000,88.4,Banco INTERBANK,Lobby,"Un espacio ideal, hecho para ti y tu familia, ubicado en Jirón Pisac 314 - Santiago de Surco. Departamentos de 3 y 4 dormitorios con excelente distribución y certificación Edge.",Ventas EE Inmobiliaria,ventas@eeinmobiliaria.com,"988609572,999278271",988609572,ee-inmobiliaria,Somos una empresa formada por un grupo de profesionales de amplia y reconocida trayectoria en el rubro inmobiliario y construcción. Contamos con más de 50 proyectos entregados y 20 años de experiencia.,3,2025-12-19 07:00:02,625000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/santiago-de-surco/hub-encalada-3805,portal,sitemap + obj_project_completo + json_ld + html_table,3805,3805-hub-encalada,GRUPO T&C,HUB ENCALADA,Santiago De Surco,Lima,Lima,Av. Encalada 1344. Surco ,-12.1026544,-76.9705191,,2027,2027-12-31,2026-05-22,En planos,,,,Departamento,1 a 3,1,3,2,3,,,43.94,85.45,43.94,85.45,43.94,En planos,1,372968,PEN,372968,,8488.12,,,,,372968,43.94,Banco BBVA,Gimnasio | Sala de usos Múltiples | Terraza | Zona de Parrillas | Otros,"Un proyecto para vidas en movimientos. Nuestra ubicación estratégica en plena Encalada, específicamente en una de las esquinas más privilegiadas de la zona.",Lyanne Fernandez ,lfernandez@grupotyc.com,924838899,924838899,grupo-t-c,"A través de estos años, hemos logrado consolidarnos como una de las empresas líderes en el mercado inmobiliario del país. ¡La calidad de nuestros proyectos está por encima de todo!, preocupándonos por cada detalle desde el inicio. Somos un gran equipo profesional y técnico comprometido con el resultado de nuestro trabajo gracias a modernas herramientas de ingeniería...",3,2025-12-06 07:00:02,372968,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/pueblo-libre/edificio-matisse-3806,portal,sitemap + obj_project_completo + json_ld + html_table,3806,3806-edificio-matisse,MUNDO VERDE,EDIFICIO MATISSE,Pueblo Libre,Lima,Lima,Jr. Clovis 735,-12.074658156318254,-77.06662417683275,,2026,2026-11-30,2026-04-10,En construccion,,,,Departamento,2 a 3,2,3,2,3,,,53.46,146.21,53.46,146.21,53.46,En construccion,30,395000,PEN,395000,,7388.7,,,,,11850000,1603.8,Banco SCOTIABANK,Areas verdes | Video vigilancia,"El Edificio Matisse es un Proyecto residencial con una propuesta exclusiva de 30 departamentos, en la zona de mayor revalorización de Pueblo Libre. Cerca de todo y con un parque a pasos de distancia, se caracteriza por una amplia fachada que destaca por su bien lograda arquitectura, de aspecto cosmopolita y moderno. En el diseño interior, cada departamento ofrece acabados superiores y un excelente aprovechamiento de los espacios, con iluminación y ventilación natural. Disponemos de una propuesta inmobiliaria inigualable, con departamentos Flat de 2 y 3 dormitorios, con áreas de 53 m2, 63 m2, 72 m2 y 80 m2, y Dúplex de 2 y 3 dormitorios, con áreas de 112 m2, 134 m2, 146 m2 y 162 m2.",Diana Tanta,dtanta@inmobiliariamundoverde.com,994253452,994253452,mundo-verde,"Somos una empresa peruana dedicada a la promoción, construcción y gerencia de proyectos inmobiliarios, conformada por profesionales de amplia experiencia en el sector. La mejora constante en nuestro procesos, el diseño y ubicación de nuestros proyectos además de la seriedad en nuestras propuestas, garantizan la entrega oportuna de las viviendas, superando incluso las expectativas de nuestros clientes.",4,2026-04-11 07:00:03,395000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/chorrillos/arteco-jardines-3807,portal,sitemap + obj_project_completo + json_ld + html_table,3807,3807-arteco-jardines,ARTECO,Arteco,Chorrillos,Lima,Lima, Av. Los Faisanes 865,-12.17224072268549,-76.99512660353807,,2027,2027-07-31,2026-04-28,En planos,,,,Departamento,2 a 3,2,3,2,2,,,54.75,67.83,54.75,67.83,54.75,En planos,1,258000,PEN,258000,,4712.33,,,,,258000,54.75,Banco INTERBANK,Área de juegos para niños | Areas verdes | Ascensor directo | Boulevard peatonal | Gimnasio | Jardin de niños | Jardin interior | Lobby | Sala Bar | Sala de Internet | Sala de Niños | Sala de usos Múltiples | Salon Gourmet | Terraza | Zona de Lavandería | Zona de Parrillas,"¡Próximamente iniciamos obra en Chorrillos! Condominio Jardines es el nuevo proyecto que transforma la urbanización La Campiña con un diseño moderno rodeado de naturaleza, tranquilidad y seguridad. Ubicado en una zona estratégica de Chorrillos, con fácil acceso a las avenidas principales y centros comerciales. Cuenta con 16 áreas comunes diseñadas para disfrutar al máximo la vida en comunidad, con espacios para el bienestar y recreación.",Alex Juarez,"informeventas@arteco.pe,andrea.parco@arteco.pe",983448831,983448831,arteco,Somos una organización que trabaja con seriedad y experiencia para garantizar a sus clientes la calidad que ellos buscan y las respuestas inmediatas y eficientes a sus requerimientos. Diseñamos y comercializamos proyectos inmobiliarios con los más altos estándares de excelencia. Nuestros proyectos se integran perfectamente al medio ambiente y son planificados con todos los beneficios y comodidades para que el desarrollo de la vida cotidiana dentro de ellos sea altamente confortable.,2,2026-03-07 07:00:02,258000,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-miguel/serie-20-3811,portal,sitemap + obj_project_completo + json_ld + html_table,3811,3811-serie-20,GRUPO BROCKSA,SERIE 20,San Miguel,Lima,Lima,"Calle Mollocmarca 355, San Miguel",-12.0734676,-77.09840470000002,,2027,2027-02-28,2026-05-04,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,37.5,99,37.5,99,37.5,En construccion,1,225500,PEN,225500,,6013.33,,,,,225500,37.5,Banco BBVA,Lobby,"Esta serie se la dedicamos a todos los que apuestan por su independencia, a los que invierten por primera vez, a los que tienen hambre de mañana y buscan excelencia a buen precio. Para todos ustedes, Parque S20.",Elizabeth Palacios,ventas4@grupobrocksa.com,949703755,949703755,grupo-brocksa,"Somos una empresa con más de 15 años de experiencia en el sector inmobiliario y constructor, desarrollando proyectos de alta revalorización y valor de recompra.",4,2026-03-28 07:00:02,225500,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-juan-de-lurigancho/gran-parque-las-flores-etapa-2-3812,portal,sitemap + obj_project_completo + json_ld + html_table,3812,3812-gran-parque-las-flores-etapa-2,LOS PORTALES DEPARTAMENTOS,Gran Parque Las Flores - Etapa 2,San Juan De Lurigancho,Lima,Lima,Las Mandrágoras 499,-12.005858869546715,-77.01074838638307,,2026,2026-12-31,2026-05-08,En planos,,,,Departamento,3 a 3,3,3,2,2,,,62.26,71.33,62.26,71.33,62.26,En planos,1,382130,PEN,382130,,6137.65,,,,,382130,62.26,Banco BANBIF,Área de juegos para niños | Gimnasio | Jardin interior | Lobby | Parque privado | Salon Gourmet | Terraza | Video vigilancia | Zona de Parrillas | Otros,Proyecto inmobiliario en la mejor zona de San Juan de Lurigancho,Karla Gonzales,kperez@losportalessa.onmicrosoft.com,017401232,942380796,los-portales-departamentos,Inmobiliaria,5,2026-05-09 07:00:02,382130,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-miguel/condominio-libertad-2515-3813,portal,sitemap + obj_project_completo + json_ld + html_table,3813,3813-condominio-libertad-2515,CISSAC,Condominio Libertad 2515,San Miguel,Lima,Lima,Av. Libertad 2515 ,-12.0789261,-77.10513399999999,,2027,2027-10-31,2026-05-05,En planos,,,,Departamento,1 a 3,1,3,1,2,,,40,85.14,40,85.14,40,En planos,1,215112,PEN,215112,,5377.8,,,,,215112,40,Financiamiento propio,Areas verdes | Gimnasio | Jardin interior | Zona de Parrillas | Otros,"Donde se respira libertad. Vivir en San Miguel es disfrutar de una brisa que renueva, de espacios abiertos y de la tranquilidad de estar cerca de todo. Condominio Privado, moderno con seguridad 24/7 , cuenta con departamentos Flats y Dúplex de 1, 2 y 3 dormitorios que se adaptan a todos los estilos de vida, junto a modernas áreas comunes para disfrutar al máximo como: zona de parrillas, estacionamientos para bicicletas, SUM y jardín interno. Su ubicación es estratégica con excelente conectividad que hacen de este proyecto una gran elección. Descubre la libertad de vivir como siempre soñaste.",Contact Center,diana.silva@cissac.com,936297293,936297293,cissac,"Somos una empresa constructora y desarrolladora inmobiliaria, con más de 22 años de experiencia ,iniciamos nuestras operaciones en el 2004 creciendo rápidamente y diferenciándonos por la innovación en nuestros conceptos, diseño y acabados en cada uno de nuestros proyectos, que van desde edificios residenciales, condominios de Town House hasta lujosos Centros Empresariales.",3,2026-03-14 07:00:02,215112,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/lince/lumen-3814,portal,sitemap + obj_project_completo + json_ld + html_table,3814,3814-lumen,URBALIMA,LUMEN,Lince,Lima,Lima,"Av, dos de mayo 131-135",-12.09035293498919,-77.03409434163343,,2027,2027-12-31,2026-05-14,En planos,20,,,Departamento,1 a 3,1,3,1,2,,,41.75,105.5,41.75,105.5,41.75,En planos,154,341500,PEN,341500,,8179.64,,,,,52591000,6429.5,Banco BBVA,Gimnasio | Jardin interior | Lobby | Piscina | Sala Bar | Salon Gourmet | Terraza | Zona de Parrillas | Otros,"Lumen es un moderno proyecto residencial de 20 pisos ubicado en una zona estratégica, frente a San Isidro, pensado para quienes buscan una vida conectada, moderna y con gran potencial de inversión. Con 154 departamentos de 1, 2 y 3 dormitorios, Lumen ofrece espacios funcionales y contemporáneos, ideales tanto para vivir como para invertir. Su privilegiada ubicación permite disfrutar de una excelente conexión con restaurantes, parques, universidades, centros comerciales y las principales vías de la ciudad, brindando comodidad y practicidad para el día a día. Además, el proyecto cuenta con exclusivas áreas comunes diseñadas para complementar tu estilo de vida, como piscina panorámica, elegante lobby, plazuela, zona de parrillas, gimnasio y coworking, espacios ideales para relajarte, compartir y disfrutar cada momento. Lumen combina diseño, ubicación y modernidad en un solo lugar, convirtiéndose en la oportunidad perfecta para construir tu futuro en una de las zonas con mayor desarrollo de Lima.",LUCAS PRATES,lumen@urbalima.pe,908823442,908823442,urbalima,"Somos Urbalima, transmitimos espacios de conceptos innovadores y vanguardistas. Nuestra experiencia en Perú y en el extranjero nos respalda. Ven a conocer todos nuestros proyectos.",2,2026-02-24 07:00:02,340000,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/chorrillos/mareia-3816,portal,sitemap + obj_project_completo + json_ld + html_table,3816,3816-mareia,MADRID INMOBILIARIA,Mareia,Chorrillos,Lima,Lima,Malecón Costa Sur 312,-12.1593444,-77.02466079999999,,2027,2027-12-31,2026-05-04,En construccion,,,,Departamento,1 a 3,1,3,1,3,,,40.48,86.49,40.48,86.49,40.48,En construccion,1,393000,PEN,393000,,9708.5,,,,,393000,40.48,Banco INTERBANK,Gimnasio | Jardin interior | Lobby | Piscina | Sala Bar | Terraza | Zona de Parrillas,"Mareia es un proyecto inmobiliario en Chorrillos con una vista inigualable frente al mar, diseñado para quienes desean desconectarse sin alejarse de la ciudad. Disfruta cada día del sonido de las olas, la brisa marina y espacios modernos pensados para tu bienestar. La brisa del mar, la calidez de tu hogar.",Valeria Mondragón,informes@madridinmobiliaria.pe,994229306,994229306,madrid-inmobiliaria,"Con más de 21 años de trayectoria, Madrid Inmobiliaria continúa generando confianza en el sector inmobiliario y en el sistema financiero. Nuestra propuesta se diferencia por el compromiso con nuestros clientes, respaldado por nuestra certificación Best Place to Live, obtenida por 8 años consecutivos y basada en la satisfacción de los compradores de más de 1,200 departamentos entregados. La alta calidad de nuestros proyectos, ubicados en zonas estratégicas, con estándares medioambientales de nivel internacional, han logrado que Madrid sea la primera inmobiliaria EDGE Champions en el Perú.",2,2026-03-07 07:00:02,393000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/santiago-de-surco/vista-park-3817,portal,sitemap + obj_project_completo + json_ld + html_table,3817,3817-vista-park,EE INMOBILIARIA,Vista Park,Santiago De Surco,Lima,Lima,Calle Fernando Castrat # 496,-12.1295036,-76.9973153,,2027,2027-03-15,2026-05-11,En construccion,,,,Departamento,2 a 3,2,3,2,4,,,67,229,67,229,67,En construccion,1,560000,PEN,560000,,8358.21,,,,,560000,67,Banco SCOTIABANK,Lobby,"Vista Park te ofrece la perfecta combinación de tranquilidad y vida urbana. Ubicado en Jirón Fernando Castrat 496, Surco, frente al Parque Leonardo Alvariño y rodeado de áreas verdes, disfrutarás de departamentos con vistas externa y modernos acabados. Con cocina equipada y acceso rápido a avenidas principales, vivirás cerca de comercios, restaurantes y centros comerciales, sin renunciar a la seguridad y tranquilidad de una zona residencial.",Ventas EE Inmobiliaria,ventas@eeinmobiliaria.com,988609572,988609572,ee-inmobiliaria,Somos una empresa formada por un grupo de profesionales de amplia y reconocida trayectoria en el rubro inmobiliario y construcción. Contamos con más de 50 proyectos entregados y 20 años de experiencia.,4,2026-05-19 07:00:02,560000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-miguel/naara-3818,portal,sitemap + obj_project_completo + json_ld + html_table,3818,3818-na-ra,REYNA INMOBILIARIA,NAÄRA,San Miguel,Lima,Lima,Av universitaria 383,-12.087102,-77.0841802,,2027,2027-12-31,2026-04-09,En planos,,,,Departamento,1 a 3,1,3,1,3,,,27.79,116.42,27.79,116.42,27.79,En planos,1,195100,PEN,195100,,7020.51,,,,,195100,27.79,otros,Área de juegos para niños | Lobby | Piscina | Sala Bar | Sala de Niños | Sala de usos Múltiples | Terraza | Zona de Parrillas,"NAÄRA es un proyecto moderno, con características únicas, diseñado especialmente para que te sientas cómodo en todos los aspectos, podrás disfrutar de las áreas comunes que tendrás a tu disposición equipadas con todo lo necesario para que todos tus acompañantes pasen el mejor momento con vista al mar.. Ubicado a un paso de la costa verde, con muchos puntos estratégicos al rededor como plaza san miguel, open plaza la marina, tendrás un mall a pocos minutos para realizar tus compras, también tendrás universidades de prestigio cerca a ti como la Universidad Católica, la UPC y la Universidad del Pacifico.",Mauricio Sanchez,ventasnaara@reynainmobiliaria.pe,963749195,963749195,reyna-grupo-inmobiliario,"Reyna Inmobiliaria busca “Crear y diseñar espacios donde tu legado seguirá creciendo”, convirtiendo nuestros proyectos en tu lugar ideal para vivir; extendiéndonos y diversificándonos, logrando sembrar las raíces de tu nuevo hogar, mientras creas grandes experiencias.",6,2026-05-09 07:00:02,195100,En planos,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/santiago-de-surco/casaparq-monterrico-iv-3819,portal,sitemap + obj_project_completo + json_ld + html_table,3819,3819-casaparq-monterrico-iv,CISSAC,Casaparq Monterrico - IV,Santiago De Surco,Lima,Lima,Jr. Jerónimo de Aliaga Norte 505,-12.1060214,-76.9780438,,2027,2027-09-30,2026-05-18,En construccion,,,,Departamento,1 a 2,1,2,2,2,,,42.9,107.01,42.9,107.01,42.9,En construccion,1,351336,PEN,351336,,8189.65,,,,,351336,42.9,Banco BANBIF,Área de juegos para niños | Areas verdes | Cancha de Fulbito | Gimnasio | Piscina | Sala de cine | Zona de Parrillas | Otros,"Descubra CasaParq, tu hogar, tu estilo. Un condominio que se encuentra en una zona privilegiada de Surco, Monterrico, con gran accesibilidad a cualquier punto de la ciudad, y con una vista panorámica o a un gran parque privado que ofrece una experiencia más tranquila y segura de vivir, acorde a tu estilo familiar, pero también moderno, que se adapte a tus necesidades. Además, es un proyecto eco amigable que le ayudará a ahorrar hasta 30% en consumos de agua y energía. Todo a tu alcance para disfrutar cada momento con tus amigos y familia. Por ello, contamos con las más variadas y versátiles áreas comunes, las que tu estilo de vida, a mil hora, requieren para seguir tu ritmo: Parque Interno con pet yard, gimnasio al aire libre; gimnasio cerrado, gran lobby de ingreso, área de coworking, piscina para grandes y chicos; siete zonas de parrilla independientes, 3 salas de usos múltiples en el último piso, jardín zen, área de trote en la azotea con gimnasio y terraza al aire libre; sala de juegos para niños, sport lounge con mini basquet y fulbito, pet spa, parqueo para bicis, sala de videojuegos, 2 salas de cines, karaoke lounge, medialab y más. Departamentos flats y dúplex pensados para distintos estilos de vida: roommates, familias, parejas y más.",Contact Center,mgutierrez@cissac.com,936297293,936297293,cissac,"Somos una empresa constructora y desarrolladora inmobiliaria, con más de 22 años de experiencia ,iniciamos nuestras operaciones en el 2004 creciendo rápidamente y diferenciándonos por la innovación en nuestros conceptos, diseño y acabados en cada uno de nuestros proyectos, que van desde edificios residenciales, condominios de Town House hasta lujosos Centros Empresariales.",5,2026-05-19 07:00:02,351336,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-miguel/la-marina-3420-3820,portal,sitemap + obj_project_completo + json_ld + html_table,3820,3820-la-marina-3420,EVERGRAN GRUPO INMOBILIARIO,La Marina 3420,San Miguel,Lima,Lima,La Marina 3420,-12.072942795523712,-77.10193288914769,,2027,2027-03-31,2026-04-09,En planos,,,,Departamento,1 a 3,1,3,1,2,,,28.44,88.77,28.44,88.77,28.44,En planos,1,200818,PEN,200818,,7061.11,,,,,200818,28.44,otros,Área de juegos para niños | Areas verdes | Gimnasio | Jardin de niños | Jardin interior | Lobby | Parque privado | Piscina | Sala de Niños | Sala de usos Múltiples | Video vigilancia | Zona de Parrillas,"Descubre La Marina 3420, nuestro nuevo proyecto ubicado en la zona más estratégica de San Miguel, en la misma Av. La Marina, con fácil acceso a la Av. Faucett, universidades y centros comerciales. Vive conectado con todo lo que necesitas, en una zona llena de vida, comercios y servicios. Este moderno desarrollo ofrece departamentos desde 28 m² con opciones de 1, 2 dormitorios y 2 dormitorios + estudio, ideales para quienes buscan comodidad, funcionalidad y una excelente ubicación. Diseñado para brindarte un nuevo estilo de vida, La Marina 3420 combina practicidad y bienestar para que tú y tu familia disfruten cada día al máximo. ¡Un proyecto pensado para ti, cerca de todo! La Marina 3420 es un proyecto de viviendas de interés social que cuenta con el Bono Mivivienda Verde, lo que garantiza la incorporación de criterios de sostenibilidad en su diseño y construcción. Esto significa que al vivir aquí, podrás ahorrar hasta un 30% en gastos de servicios básicos como luz y agua.",Diana Urcia,diana.urcia@evergran.pe,969725733,969725733,evergran-grupo-inmobiliario,"Somos un equipo de personas que diseñan calidad de vida haciéndola más fácil, más sencilla. Construimos formatos para vivir desde el disfrute, la comodidad y la familia. Cada una de las unidades inmobiliarias que desarrollamos las hacemos pensando en la funcionalidad de la vida diaria de los clientes.",3,2026-01-27 07:00:02,200818,En planos,,alta,
